Category	category	Item #	SPECIES	SEEDS/OZ	SEEDS/PKT	GERM CODE	packet	1/8 oz	1/4 oz	1/2 oz	ounce	pound	Dormant Bare Roots	Potted 3-Pack	Potted Tray of 32	Potted Tray of 36	Potted Tray of 38	Potted Tray of 50	SPECIES	SUN	SOIL	HT	BLOOM TIME	BLOOM COLOR
Forb	F	PYC06F	Pycnanthemum virginianum (Mountain Mint)	"200,000"	"1,000"	"A,D"	$3.50	$5.00	$8.00	$13.00	$20.00	$300.00		$21.00				$159.00	Pycnanthemum virginianum (Mountain Mint)	Full to Partial	Wet to Medium-Dry	3ft	June July August September	White
Tree/Shrub/Woody Vine	T	QUE02T	Quercus bicolor (Swamp White Oak)			L							$11.00						Quercus bicolor (Swamp White Oak)	Full to Shade	Medium-Wet to Medium	up to 50ft	April May	Green
Tree/Shrub/Woody Vine	T	QUE06T	Quercus macrocarpa (Bur Oak)			"A,C(30-60),L"							$12.00						Quercus macrocarpa (Bur Oak)	Full to Partial	Medium to Dry	up to 80ft	April May June	Green
Tree/Shrub/Woody Vine	T	QUE08T	Quercus muehlenbergii (Chinquapin Oak)			L							$12.00						Quercus muehlenbergii (Chinquapin Oak)	Full to Shade	Medium to Dry	up to 50ft	May June	Green
Tree/Shrub/Woody Vine	T	QUE10T	Quercus rubra (Red Oak)			L							$12.00						Quercus rubra (Red Oak)	Full to Shade	Medium to Medium-Dry	up to 50ft	April May	Green
Forb	F	RAN06F	Ranunculus pensylvanicus (Bristly Buttercup)	"40,000"	100	C(60)	$3.50												Ranunculus penylvanicus (Bristly Buttercup)	Full	Wet to Medium-Wet	12in	June July August	Yellow
Forb	F	RAN10F	Ranunculus sceleratus (Annual Buttercup)	"190,000"	"1,000"	C(30)	$3.50	$4.00	$4.80	$7.80	$12.00	$180.00							Ranunculus sceleratus (Annual Buttercup)	Full	Wet to Medium-Wet	2ft	April May June	Yellow
Forb	F	RAN14F	Ranunculus septentrionalis (Swamp Buttercup)	"10,000"	50	C(60)	$3.50	$15.00											Ranunculus septentrionalis (Swamp Buttercup)	Full to Partial	Medium-Dry to Dry	9in	April May	Yellow
Forb	F	RAT02F	Ratibida columnifera (Long-headed Coneflower)	"25,000"	"1,000"	C(30)	$3.50	$4.00	$4.50	$5.20	$8.00								Ratibida columnifera (Long-headed Coneflower)	Full to Partial	Medium to Dry	3ft	June July August	Yellow
Forb	F	RAT04F	Ratibida pinnata (Yellow Coneflower)	"30,000"	"1,000"	C(30)	$3.50			$4.50	$5.00	$75.00	$7.00	$21.00			$169.00	$159.00	Ratibida pinnata (Yellow Coneflower)	Full to Partial	Medium to Medium-Dry	5ft	July August September	Yellow
Cover Crop	C	REGCC	Regreen - Cover Crop	600								$6.00							Regreen - Cover Crop	Full to Partial	Medium to Dry	2ft		
Forb	F	RHE02F	Rhexia virginica (Meadow Beauty)	"500,000"	200	"C(60),D"	$3.50	$17.50	$30.00										Rhexia virginica (Meadow Beauty)	Full to Partial	Wet to Medium-Wet	12in	July August September	Pink
Tree/Shrub/Woody Vine	T	RHU02T	Rhus aromatica (Fragrant Sumac)	"1,600"	10	"BorC(60),H"	$3.50	$7.50	$12.00	$19.50			$11.00						Rhus aromatica (Fragrant Sumac)	Full to Partial	Medium-Dry to Dry	6ft	June July August	Yellow
Tree/Shrub/Woody Vine	T	ROS02T	Rosa arkansana (Prairie Wild Rose)	"2,000"	75	"F,H"	$3.50	$6.25	$10.00	$16.25	$25.00								Rosa arkansana (Prairie Wild Rose)	Full to Partial	Medium-Wet to Dry	2ft	June July August	Pink
Tree/Shrub/Woody Vine	T	ROS04T	Rosa blanda (Early Wild Rose)	"3,500"	75	"F,H"	$3.50	$4.50	$6.00	$9.75	$15.00								Rosa blanda (Early Wild Rose)	Full to Partial	Medium to Dry	5ft	June July	Pink
Tree/Shrub/Woody Vine	T	ROS05T	Rosa carolina (Pasture Rose)	"2,200"	75	"F,H"	$3.50	$7.50	$12.00	$19.50	$30.00		$11.00						Rosa carolina (Pasture Rose)	Full to Partial	Medium-Wet to Dry	2ft	June July August	Pink
Tree/Shrub/Woody Vine	T	ROS06T	Rosa palustris (Swamp Rose)	"5,000"	60	"F,H"	$3.50	$5.00	$8.00	$13.00	$20.00		$11.00						Rosa palustris (Swamp Rose)	Full to Partial	Medium-Wet	up to 12ft	June July	Pink
Tree/Shrub/Woody Vine	T	ROS08T	Rosa setigera (Illinois Rose)	"5,500"	75	"F,H"	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00	$11.00						Rosa setigera (Illinois Rose)	Full to Partial	Medium to Medium-Dry	up to 12ft	June July	Pink
Forb	F	RUD03F	Rudbeckia fulgida var. sullivantii (Orange Coneflower)	"25,000"	150	C(60)	$3.50	$10.00	$15.00	$25.00	$40.00	$600.00	$7.00	$21.00			$169.00	$159.00	Rudbeckia fulgida (Orange Coneflower)	Full to Partial	Medium-Wet to Medium-Dry	3ft	July August September	Orange
Forb	F	RUD02F	Rudbeckia hirta (Black-eyed Susan)	"92,000"	"1,000"	C(30)	$3.50				$4.00	$25.00					$169.00	$159.00	Rudbeckia hirta (Black-eyed Susan)	Full to Partial	Medium-Wet to Medium-Dry	2ft	June July August September October	Yellow
Forb	F	RUD04F	Rudbeckia laciniata (Wild Golden Glow)	"10,000"	100	C(30)	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00						$169.00	Rudbeckia laciniata (Wild Golden Glow)	Full to Shade	Medium-Wet to Medium	7ft	July August September October	Yellow
Forb	F	RUD07F	Rudbeckia maxima (Great Coneflower)	"3,500"	75	A	$3.50	$10.00	$15.00	$25.00	$40.00								Rudbeckia maxima (Great Coneflower)	Full to Partial	Medium-Wet to Medium	6ft	June July	Yellow
Forb	F	RUD06F	Rudbeckia subtomentosa (Sweet Black-eyed Susan)	"52,000"	500	C(30)	$3.50	$4.00	$4.50	$5.20	$8.00	$120.00		$21.00			$169.00	$159.00	Rudbeckia subtomentosa (Sweet Black-eyed Susan)	Full to Partial	Medium-Wet to Medium-Dry	5ft	August September October	Yellow
Forb	F	RUD08F	Rudbeckia triloba (Brown-eyed Susan)	"40,000"	750	C(30)	$3.50			$4.00	$4.50	$60.00					$169.00	$169.00	Rudbeckia triloba (Brown-eyed Susan)	Full to Partial	Medium-Wet to Medium-Dry	5ft	August September October	Yellow
Forb	F	RUE02F	Ruellia humilis (Wild Petunia)	"5,200"	100	C(60)	$3.50	$5.00	$8.00	$13.00	$20.00			$21.00			$169.00	$159.00	Ruellia humilis (Wild Petunia)	Full	Medium to Dry	12in	June July August	Purple
Forb	F	RUE04F	Ruellia strepens (Smooth Wild Petunia)	"7,000"	40	C(60)	$3.50												Ruellia strepens (Smooth Wild Petunia)	Full to Shade	Medium-Wet to Medium	3ft	May June July August September	Purple
Forb	F	RUM02F	Rumex altissimus (Pale Dock)	"12,000"	500	A	$3.50	$4.00	$4.50	$5.20	$8.00	$120.00							Rumex altissimus (Pale Dock)	Full to Partial	Medium-Wet to Medium	3ft	June July August	Green
Forb	F	RUM03F	Rumex orbiculatus (Great Water Dock)	"12,000"	100	C(60)	$3.50	$4.00	$5.00	$6.50	$10.00								Rumex orbiculatus (Great Water Dock)	Full	Wet to Medium-Wet	4ft	June July August	Green
Forb	F	SAG00F	Sagittaria brevirostra (Short-beaked Arrowhead)	"110,000"	750	C(60)	$3.50	$10.00	$15.00	$25.00	$40.00								Sagittaria brevirostra (Short-beaked Arrowhead)	Full to Partial	Wet	2ft	June July August September	White
Forb	F	SAG01F	Sagittaria cuneata (Arumleaf Arrowhead)	"40,000"	300	C(60)	$3.50												Sagittaria cuneata (Arumleaf Arrowhead)	Full	Wet to Medium-Wet	2ft	July August September	White
Forb	F	SAG02F	Sagittaria latifolia (Common Arrowhead)	"55,000"	750	C(60)	$3.50	$5.00	$8.00						$179.00				Sagittaria latifolia (Common Arrowhead)	Full to Partial	Wet	3ft	July August September	White
Tree/Shrub/Woody Vine	T	SAL06T	Salix discolor (Pussy Willow- Male or Female)			A							$8.00-11.00						Salix discolor (Pussy Willow- Male or Female)	Full to Partial	Wet to Medium	up to 25ft	April May	
Tree/Shrub/Woody Vine	T	SAL08T	Salix humilis (Prairie Willow)	"227,000"	200	M							$12.00						Salix humilis (Prairie Willow)	Full to Partial	Medium to Dry	up to 8ft	April May	Green
Tree/Shrub/Woody Vine	T	SAL10T	Salix syrticola (Dune Willow)										$16.00						Salix syrticola (Dune Willow)	Full to Partial	Medium to Dry	up to 6ft	April May	
Forb	F	SAL04F	Salvia azurea (Blue Sage)	"6,000"	40	A	$3.50							$21.00			$169.00		Salvia azurea (Blue Sage)	Full to Partial	Medium to Dry	5ft	August September October	Blue
Tree/Shrub/Woody Vine	T	SAM02T	Sambucus canadensis (Elderberry)	"9,500"	75	M	$3.50	$10.00	$15.00	$25.00	$40.00		$11.00						Sambucus canadensis (Elderberry)	Full to Partial	Medium-Wet to Medium-Dry	up to 10ft	June July August	White
Forb	F	SAN02F	Sanguinaria canadensis (Bloodroot)	"3,000"	20	"F,L"	$3.50	$15.00					$10.00		$179.00				Sanguinaria canadensis (Bloodroot)	Partial to Shade	Medium-Wet to Medium-Dry	6in	April May	White
Forb	F	SAU02F	Saururus cernuus (Lizard's Tail)	"17,000"	75	C(60)									$129.00				Saururus cernuus (Lizard's Tail)	Partial to Shade	Wet to Medium-Wet	3ft	June July August September	White
Grass/Sedge/Rush	G	AND06G	Schizachyrium scoparium (Little Bluestem)	"15,000"	500	A	$3.50				$4.00	$18.00		$21.00			$169.00	$169.00	Schizachyrium scoparium (Little Bluestem)	Full to Partial	Medium to Dry	3ft	July August September October	
Grass/Sedge/Rush	G	SCI02G	Scirpus acutus (Hardstem Bulrush)	"16,000"	250	"C(60),M"	$3.50	$6.25	$10.00	$16.25	$25.00							$169.00	Scirpus acutus (Hardstem Bulrush)	Full	Wet to Medium-Wet	6ft	June July August	
Grass/Sedge/Rush	G	SCI04G	Scirpus atrovirens (Dark-green Bulrush)	"460,000"	"1,000"	"C(60),M"	$3.50			$4.00	$4.50	$60.00						$169.00	Scirpus atrovirens (Dark-green Bulrush)	Full	Wet to Medium-Wet	5ft	June July August	
Grass/Sedge/Rush	G	SCI06G	Scirpus cyperinus (Wool Grass)	"1,700,000"	"1,000"	"C(60),M,D"	$3.50	$4.00	$4.50	$5.20	$8.00	$120.00						$169.00	Scirpus cyperinus (Wool Grass)	Full	Wet to Medium-Wet	5ft	August September October	
Grass/Sedge/Rush	G	SCI07G	Scirpus fluviatilis (River Bulrush)	"3,700"	150	"C(90),M"	$3.50	$4.00	$5.00	$6.50	$10.00							$279.00	Scirpus fluviatilis (River Bulrush)	Full	Wet to Medium-Wet	6ft	June July	
Grass/Sedge/Rush	G	SCI09G	Scirpus microcarpus (Barberpole Sedge)	"460,000"	"1,000"	"C(60),M,D"	$3.50	$4.00	$4.80	$7.80	$12.00	$180.00							Scirpus microcarpus (Barberpole Sedge)	Full	Wet to Medium-Wet	3ft	June July	
Grass/Sedge/Rush	G	SCI03G	Scirpus pendulus (Rufous Bulrush)	"350,000"	"2,000"	C(60)	$3.50		$4.00	$5.00	$6.00	$90.00						$169.00	Scirpus pendulus (Rufous Bulrush)	Full to Partial	Wet to Medium	4ft	May June July	
Grass/Sedge/Rush	G	SCI10G	Scirpus pungens (Chairmaker's Rush)	"19,000"	250	"C(60),D"	$3.50	$5.00	$8.00	$13.00	$20.00							$189.00	Scirpus pungens (Chairmaker's Rush)	Full	Wet to Medium-Wet	4ft	June July August September October	
Grass/Sedge/Rush	G	SCI08G	Scirpus validus (Great Bulrush)	"38,000"	500	"C(60),D"	$3.50	$4.00	$4.50	$5.20	$8.00							$169.00	Scirpus validus (Great Bulrush)	Full	Wet to Medium-Wet	6ft	June July August	
Grass/Sedge/Rush	G	SCO02G	Scolochloa festucacea (White Top Grass)	"19,000"	100	C(30)	$3.50												Scolochloa festucacea (White Top Grass)	Full	Wet to Medium-Wet	5ft	June July	
Forb	F	SCR02F	Scrophularia lanceolata (Early Figwort)	"220,000"	750	"C(60),D"	$3.50	$7.50	$12.00	$19.50	$30.00			$21.00					Scrophularia lanceolata (Early Figwort)	Full Partial Shade	Medium-Wet to Dry	5ft	May June July	Red
Forb	F	SCR04F	Scrophularia marilandica (Late Figwort)	"200,000"	"1,000"	"C(60),D"	$3.50	$7.50	$12.00								$169.00	$169.00	Scrophularia marilandica (Late Figwort)	Full to Shade	Medium to Medium-Dry	6ft	July August September October	Red
Forb	F	SCU01F	Scutellaria incana (Hoary Skullcap)	"11,000"	100	C(60)	$3.50												Scutellaria incana (Hoary Skullcap)	Partial	Medium to Medium-Dry	3ft	June July August September	Blue
Forb	F	SCU04F	Scutellaria lateriflora (Mad-dog Skullcap)	"95,000"	100	C(60)	$3.50	$7.50	$12.00	$19.50	$30.00								Scutellaria lateriflora (Mad-dog Skullcap)	Full to Partial	Wet to Medium-Wet	2ft	July August September	Blue
Forb	F	SED05F	Sedum pulchellum (Widow's Cross)	"175,000"	300	"C(30),D"	$3.50							$18.00					Sedum pulchellum (Widow's Cross)	Full to Partial	Medium to Medium-Dry	6in	May	Pink
Forb	F	SED10F	Sedum ternatum (Wild Stonecrop)												$129.00				Sedum ternatum (Wild Stonecrop)	Full to Shade	Medium-Wet to Medium-Dry	8in	April May June	White
Forb	F	SEN03F	Senecio congestus (Marsh Fleabane)	"110,000"	100	C(60)	$3.50												Senecio congestus (Marsh Fleabane)	Full	Wet to Medium-Wet	3ft	June July	Yellow
Forb	F	CAS04F	Senna hebecarpa (Wild Senna)	"1,100"	100	"C(10),H,I"	$3.50			$4.50	$5.00							$159.00	Senna hebecarpa (Wild Senna)	Full to Partial	Medium-Wet to Medium	5ft	July August	Yellow
Forb	F	CAS06F	Senna marilandica (Maryland Senna)	"1,400"	100	"C(10),H,I"	$3.50			$4.50	$5.00	$75.00							Senna marilandica (Maryland Senna)	Full to Partial	Medium-Wet to Medium-Dry	4ft	July August	Yellow
Forb	F	SIC02F	Sicyos angulatus (Bur Cucumber)	300	50	C(60)	$3.50			$4.50	$5.00								Sicyos angulatus (Bur Cucumber)	Full to Shade	Medium-Wet to Medium	up to 10ft	July August September	Green
Forb	F	SIL02F	Silene nivea (Snowy Campion)	"50,000"	50	C(60)	$3.50												Silene nivea (Snowy Campion)	Full to Shade	Medium-Wet to Medium	12in	June July August	White
Forb	F	SIL04F	Silene regia (Royal Catchfly)	"23,000"	100	C(60)	$3.50						$10.00	$21.00			$169.00	$189.00	Silene regia (Royal Catchfly)	Full to Partial	Medium to Medium-Dry	4ft	July August	Red
Forb	F	SIL06F	Silene stellata (Starry Campion)	"27,000"	100	C(60)	$3.50	$12.50										$169.00	Silene stellata (Starry Campion)	Full to Partial	Medium-Wet to Medium-Dry	3ft	July August September October	White
Forb	F	SIL52F	Silphium integrifolium (Rosin Weed)	"1,800"	75	C(60)	$3.50	$4.00	$6.00	$9.75	$15.00	$225.00						$169.00	Silphium integrifolium (Rosin Weed)	Full	Medium-Wet to Dry	5ft	July August September	Yellow
Forb	F	SIL54F	Silphium laciniatum (Compass Plant)	660	50	C(60)	$3.50	$4.00	$4.50	$5.20	$8.00	$120.00		$21.00			$169.00	$169.00	Silphium laciniatum (Compass Plant)	Full to Partial	Medium-Wet to Dry	8ft	June July August September	Yellow
Forb	F	SIL56F	Silphium perfoliatum (Cup Plant)	"1,250"	75	C(60)	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00						$169.00	Silphium perfoliatum (Cup Plant)	Full to Partial	Medium-Wet to Medium	8ft	July August September	Yellow
Forb	F	SIL58F	Silphium terebinthinaceum (Prairie Dock)	"1,000"	35	C(60)	$3.50	$5.00	$8.00	$13.00				$21.00				$169.00	Silphium terebinthinaceum (Prairie Dock)	Full to Partial	Medium-Wet to Medium-Dry	up to 9ft	July August September	Yellow
Forb	F	SIL60F	Silphium trifoliatum (Whorled Rosin Weed)	"2,000"	40	C(60)	$3.50	$7.50	$12.00	$19.50	$30.00								Silphium trifoliatum (Whorled Rosin Weed)	Full to Partial	Medium to Medium- Dry	5ft	July August September	Yellow
Forb	F	SIS01F	Sisyrinchium angustifolium (Stout Blue-eyed Grass)	"30,000"	75	C(60)	$3.50						$6.00		$179.00				Sisyrinchium angustifolium (Stout Blue-eyed Grass)	Full to Partial	Medium-Wet to Medium-Dry	6in	May June	Blue
Forb	F	SIS02F	Sisyrinchium campestre (Prairie Blue-eyed Grass)	"42,000"	75	"C(60),G,M"	$3.50						$6.00		$179.00				Sisyrinchium campestre (Prairie Blue-eyed Grass)	Full to Partial	Medium-Dry to Dry	6in	May June	Blue
Forb	F	SIU01F	Sium suave (Tall Water Parsnip)	"30,000"	300	C(60)	$3.50	$11.25	$17.50	$30.00	$50.00							$169.00	Sium suave (Tall Water Parsnip)	Full to Partial	Wet to Medium-Wet	4ft	July August September	White
Forb	F	SMI55F	Smilax lasioneura (Common Carrion Flower)	700	15	?	$3.50	$4.00	$4.80	$7.80	$12.00	$180.00							Smilax lasioneura (Common Carrion Flower)	Full to Shade	Medium-Wet to Medium-Dry	7ft	May June July	Green
Forb	F	SOL07F	Solidago caesia (Blue-stemmed Goldenrod)	"125,000"	500	"C(60),D"	$3.50							$21.00				$169.00	Solidago caesia (Blue-stemmed Goldenrod)	Partial to Shade	Medium to Medium-Dry	3ft	August September October	Yellow
Forb	F	SOL02F	Solidago flexicaulis (Zig Zag Goldenrod)	"84,000"	100	"C(60),D"	$3.50						$8.00	$21.00				$189.00	Solidago flexicaulis (Zig Zag Goldenrod)	Partial to Shade	Medium-Wet to Medium-Dry	3ft	August September October	Yellow
Forb	F	SOL20F	Solidago gigantea (Late Goldenrod)	"200,000"	750	"C(60),D"	$3.50	$11.25	$20.00	$35.00									Solidaog gigantea (Late Goldenrod)	Full to Shade	Wet to Medium	6ft	August September	Yellow
Forb	F	SOL05F	Solidago juncea (Early Goldenrod)	"400,000"	750	"C(60),D"	$3.50	$12.50										$159.00	Solidago juncea (Early Goldenrod)	Full to Partial	Medium to Dry	3ft	July August September	Yellow
Forb	F	SOL08F	Solidago nemoralis (Old Field Goldenrod)	"250,000"	"1,000"	"C(60),D"	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00		$21.00					Solidago nemoralis (Old Field Goldenrod)	Full to Partial	Medium-Dry to Dry	2ft	August September	Yellow
Forb	F	SOL13F	Solidago odora (Sweet Goldenrod)	"175,000"	750	"C(60),D"	$3.50												Solidago odora (Sweet Goldenrod)	Full to Partial	Medium to Dry	3ft	August September	Yellow
Forb	F	SOL11F	Solidago patula (Round-leaved Goldenrod)	"55,000"	500	"C(60),D,G"	$3.50												Solidago patula (Round-leaved Goldenrod)	Full to Shade	Medium-Wet to Medium	3ft	July August September October	Yellow
Forb	F	SOL01F	Solidago sciaphila (Cliff Goldenrod)	"65,000"	750	C(60)	$3.50	$10.00											Solidago sciaphila (Cliff Goldenrod)	Full to Partial	Dry	2ft	August September	Yellow
Forb	F	SOL14F	Solidago speciosa (Showy Goldenrod)	"75,000"	"1,000"	"C(60),D"	$3.50	$5.00	$8.00	$13.00	$20.00	$300.00	$8.00	$21.00			$169.00	$159.00	Solidago speciosa (Showy Goldenrod)	Full to Partial	Medium to Dry	5ft	September October November	Yellow
Forb	F	SOL18F	Solidago uliginosa (Bog Goldenrod)	"150,000"	300	"C(60),D"	$3.50	$10.00	$15.00	$25.00	$40.00								Solidago uliginosa (Bog Goldenrod)	Full to Shade	Wet to Medium	4ft	August September	Yellow
Forb	F	SOL16F	Solidago ulmifolia (Elm-leaved Goldenrod)	"140,000"	400	"C(60),D"	$3.50							$21.00				$159.00	Solidago ulmifolia (Elm-leaved Goldenrod)	Partial to Shade	Medium to Medium-Dry	3ft	July August September October	Yellow
Grass/Sedge/Rush	G	SOR52G	Sorghastrum nutans (Indian Grass)	"11,000"	500	A	$3.50				$4.00	$16.00		$18.00			$169.00	$159.00	Sorghastrum nutans (Indian Grass)	Full to Partial	Medium to Dry	6ft	August September	Yellow
Forb	F	SPA01F	Sparganium americanum (American Bur Reed)	"4,000"	75	F?	$3.50	$4.00	$4.50	$5.20	$8.00								Sparganium americanum (American Bur Reed)	Full to Partial	Wet	3ft	June July August	White
Forb	F	SPA02F	Sparganium eurycarpum (Great Bur Reed)	550	90	"F,?"	$3.50			$4.00	$5.00	$75.00						$279.00	Sparganium eurycarpum (Great Bur Reed)	Full	Wet	4ft	June July August	White
Grass/Sedge/Rush	G	SPA52G	Spartina pectinata (Cord Grass)	"6,000"	250	A	$3.50		$4.00	$5.00	$6.00	$90.00						$159.00	Spartina pectinata (Cord Grass)	Full to Partial	Wet to Medium	8ft	July August September	
Grass/Sedge/Rush	G	SPH10G	Sphenopholis obtusata (Prairie Wedgegrass)	"142,000"	"1,000"	A	$3.50			$4.00	$4.50	$60.00							Sphenopholis obtusata (Prairie Wedgegrass)	Full to Partial	Medium-Wet to Medium-Dry	3ft	June July August	
Forb	F	SPI01F	Spigelia marilandica (Indian Pink)	"4,400"	20	"C(90),M"	$3.50												Spigelia marilandica (Indian Pink)	Partial to Shade	Medium to Medium-Dry	2ft	May June July	Red
Tree/Shrub/Woody Vine	T	SPI02T	Spiraea alba (Meadowsweet)	"300,000"	"1,000"	"C(60),D"	$3.50						$11.00					$169.00	Spiraea alba (Meadowsweet)	Full to Partial	Wet to Medium-Wet	4ft	July August September	White
Tree/Shrub/Woody Vine	T	SPI06T	Spiraea tomentosa (Steeplebush)	"2,500,000"	"1,000"	"C(60),D"	$3.50	$8.50	$12.75	$21.50	$35.00		$12.00						Spiraea tomentosa (Steeplebush)	Full to Partial	Wet to Medium-Wet	4ft	July August September	Pink
Grass/Sedge/Rush	G	SPO02G	Sporobolus compositus (Rough Dropseed)	"32,000"	500	A	$3.50				$4.00	$25.00							Sporobolus compositus (Rough Dropseed)	Full	Medium to Dry	3ft	August September October	
Grass/Sedge/Rush	G	SPO04G	Sporobolus cryptandrus (Sand Dropseed)	"200,000"	"1,000"	A	$3.50				$4.00	$25.00							Sporobolus cryptandrus (Sand Dropseed)	Full	Medium to Dry	3ft	July August September October	
Grass/Sedge/Rush	G	SPO06G	Sporobolus heterolepis (Prairie Dropseed)	"14,000"	300	A	$3.50	$5.00	$8.00	$13.00	$20.00			$21.00			$169.00	$169.00	Sporobolus heterolepis (Prairie Dropseed)	Full to Partial	Medium-Wet to Dry	2ft	August September October	
Forb	F	STA05F	Stachys palustris (Woundwort)	"25,000"	150	?	$3.50												Stachys palustris (Woundwort)	Full	Medium-Wet	3ft	June July August	Purple
Forb	F	STA06F	Stachys tenuifolia (Smooth Hedgenettle)	"17,000"	75	?	$3.50	$17.50	$30.00										Stachys tenuifolia (Smooth Hedgenettle)	Full to Partial	Medium-Wet to Medium	3ft	June July August	"Pink,White"
Tree/Shrub/Woody Vine	T	STA02T	Staphylea trifolia (Bladdernut)	300	5	F	$3.50	$4.00	$5.00				$11.00						Staphylea trifolia (Bladdernut)	Partial to Shade	Medium	up to 20ft	April May	White
Grass/Sedge/Rush	G	STI03G	Stipa spartea (Porcupine Grass-Untrimmed)	680	Min. 1 oz	"G,C(60)"					$12.00								Stipa spartea (Porcupine Grass-Untrimmed)	Full to Partial	Medium to Dry	4ft	May June	
Grass/Sedge/Rush	G	STI04G	Stipa viridula (Green Needle Grass)	"7,500"	200	"G,C(60)"	$3.50	$4.00	$5.00										Stipa viridula (Green Needle Grass)	Full	Medium to Dry	3ft	May June July	
Forb	F	STR06F	Strophostyles leiosperma (Small Wild Bean)	"2,700"	40	"C(30),I"	$3.50	$5.00											Strophostyles leiosperma (Small Wild Bean)	Full	Medium to Dry	6ft	August September	Pink
Forb	F	STY02F	Stylophorum diphyllum (Celandine Poppy)	"11,000"	40	"L,E"	$3.50	$25.00	$45.00	$85.00	$160.00		$12.00					$279.00	Stylophorum diphyllum (Celandine Poppy)	Partial to Shade	Medium-Wet to Medium-Dry	12in	April May	Yellow
Tree/Shrub/Woody Vine	T	SYM01T	Symphoricarpos albus (Snowberry)										$12.00						Symphoricarpos albus (Snowberry)	Full to Partial	Medium to Medium-Dry	up to 6ft	May June July	White
Tree/Shrub/Woody Vine	T	SYM10T	Symphoricarpos orbiculatus (Coralberry)	"5,600"	75	"F,H"							$12.00						Symphoricarpos orbiculatus (Coralberry)	Full to Partial	Medium-Wet to Medium-Dry	4ft	May June	Pink
Forb	F	AST04F	Symphyotrichum cordifolium (Heart-leaved Aster)	"100,000"	500	C(60)	$3.50	$11.25	$17.50	$30.00				$21.00				$169.00	Symphyotrichum cordifolium (Heart-leaved Aster)	Partial to Shade	Medium to Medium-Dry	3ft	September October	Blue
Forb	F	AST06F	Symphyotrichum drummondii (Drummond's Aster)	"105,000"	500	A	$3.50	$11.25	$17.50	$30.00	$50.00								Symphyotrichum drummondii (Drummond's Aster)	Full to Shade	Medium-Wet to Medium-Dry	3ft	September October	White
Forb	F	AST08F	Symphyotrichum ericoides (Heath Aster)	"200,000"	300	"A,D"	$3.50							$21.00				$169.00	Symphyotrichum ericoides (Heath Aster)	Full to Partial	Medium to Dry	2ft	August September October	White
Forb	F	AST11F	Symphyotrichum firmum (Shining Aster)	"95,000"	500	C(60)	$3.50	$10.00	$15.00										Symphyotrichum firmum (Shining Aster)	Full to Partial	Wet to Medium	8ft	August September October	Blue
Forb	F	AST10F	Symphyotrichum laeve (Smooth Blue Aster)	"55,000"	750	A	$3.50	$4.00	$4.80	$7.80	$12.00	$180.00	$7.00	$21.00			$169.00	$169.00	Symphyotrichum laeve (Smooth Blue Aster)	Full to Partial	Medium-Wet to Medium-Dry	4ft	August September October	Blue
Forb	F	AST32F	Symphyotrichum lanceolatum (Panicled Aster)	"200,000"	500	A	$3.50	$10.00	$15.00	$25.00	$40.00								Symphyotrichum lanceolatum (Panicled Aster)	Full	Medium-Wet to Medium	5ft	September October	White
Forb	F	AST12F	Symphyotrichum lateriflorum (Calico Aster)	"160,000"	500	A	$3.50	$8.50	$12.75	$21.50	$35.00	$525.00							Symphyotrichum lateriflorum (Calico Aster)	Full to Shade	Medium-Wet to Medium-Dry	2ft	August September October	White
Forb	F	AST18F	Symphyotrichum novae-angliae (New England Aster)	"80,000"	500	C(60)	$3.50	$5.00	$8.00	$13.00	$20.00	$300.00		$21.00			$169.00	$159.00	Symphyotrichum novae-angliae (New England Aster)	Full to Partial	Wet to Medium-Dry	5ft	August September October	Purple
Forb	F	AST17F	Symphyotrichum novi-belgii (New York Aster)	"70,000"	300	C(60)	$3.50	$10.00	$15.00	$25.00	$40.00								Symphyotrichum novi-belgii (New York Aster)	Full to Partial	Medium-Wet to Medium-Dry	4ft	August September October	Purple
Forb	F	AST20F	Symphyotrichum oblongifolium (Aromatic Aster)	"80,000"	200	A	$3.50	$11.25	$17.50								$169.00	$169.00	Symphyotrichum oblongifolium (Aromatic Aster)	Full	Medium-Dry to Dry	2ft	August September October	Purple
Forb	F	AST02F	Symphyotrichum oolentangiense (Sky Blue Aster)	"70,000"	500	"A,G"	$3.50	$8.50	$12.75	$21.50	$35.00	$525.00						$169.00	Symphyotrichum oolentangiense (Sky Blue Aster)	Full to Partial	Medium to Dry	3ft	August September October	Blue
Forb	F	AST22F	Symphyotrichum pilosum (Frost Aster)	"140,000"	750	C(60)	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00							Symphyotrichum pilosum (Frost Aster)	Full	Medium-Wet to Dry	3ft	September October	White
Forb	F	AST23F	Symphyotrichum praealtum (Willow Aster)	"130,000"	100	"C(30),D"	$3.50	$12.50	$20.00										Symphyotrichum praealtum (Willow Aster)	Full to Partial	Wet to Medium	3ft	September October	Blue
